,ID,poem_author,language,original_poem,light_clean_poem,theme
932,1015,Andrij Bondar,Russian,"Подросток-сын к родителю пришёл.
Отец угрюм и смотрит виновато:
""Ведь если б я в тебя, сынуля, не вошёл,
В меня вошли бы члены членов НАТО"".


","Подросток-сын к родителю пришёл. Отец угрюм и смотрит виновато: ""Ведь если б я в тебя, сынуля, не вошёл, В меня вошли бы члены членов НАТО"".   ","{'teenager', 'nato', 'son'}"
933,1017,Boris Khersonsky,Russian,"***
хорошо жить в пригороде, не в надрыве - в отрыве
от тусни, суеты и культурных разборок.
пальцы жены-красавицы - в моей поседевшей гриве,
мысль живет, как в раковине, меж перламутровых створок.
подумать только! - я тоже подвизался на ниве
одесского мифа и танцевал семь сорок.

хорошо жить в пригороде, особо весною ранней,
когда зима на день возвращается и бросается мокрым снегом.
помнится, в городе речи были пространней,
и жизнь напоминала прыжки в высоту с разбегом.
говорят, что когда-то архитектура была сохранней,
а теперь вместо вилл высотки торчат над брегом.

хорошо быть линзой, собирающей ненависть в точку,
чтоб дымился и загорелся сухой календарный листик. 
хорошо вместить отчаяние в стихотворную строчку.
невозможно принять мироздание, если ты не мистик.
истина спрятана в полупрозраную оболочку.
умозрение вычисляет лучше любых статистик.

но калькулятор работает с точностью до десятых.
и логика дремлет между страниц ненаписанной книги.
и сколько осталось нас - волосатых, носатых,
и на сердце - камень, и в мозгу намечаются сдвиги.
хорошо живется селянам в крытых соломой хатах.
хорошо не вгрызаться в ломоть воровской ковриги.

итак, хорошо жить в пригороде, просыпаться ближе 
к рассвету, выходить на участок с лопатой или метлою.
не найти жемчужины в местной навозной жиже.
не пронести фигу в кармане и самиздат под полою.
можно только втайне молиться: Отче наш, иже
еси на небесех, сделай меня золою.","*** хорошо жить в пригороде, не в надрыве - в отрыве от тусни, суеты и культурных разборок. пальцы жены-красавицы - в моей поседевшей гриве, мысль живет, как в раковине, меж перламутровых створок. подумать только! - я тоже подвизался на ниве одесского мифа и танцевал семь сорок.  хорошо жить в пригороде, особо весною ранней, когда зима на день возвращается и бросается мокрым снегом. помнится, в городе речи были пространней, и жизнь напоминала прыжки в высоту с разбегом. говорят, что когда-то архитектура была сохранней, а теперь вместо вилл высотки торчат над брегом.  хорошо быть линзой, собирающей ненависть в точку, чтоб дымился и загорелся сухой календарный листик.  хорошо вместить отчаяние в стихотворную строчку. невозможно принять мироздание, если ты не мистик. истина спрятана в полупрозраную оболочку. умозрение вычисляет лучше любых статистик.  но калькулятор работает с точностью до десятых. и логика дремлет между страниц ненаписанной книги. и сколько осталось нас - волосатых, носатых, и на сердце - камень, и в мозгу намечаются сдвиги. хорошо живется селянам в крытых соломой хатах. хорошо не вгрызаться в ломоть воровской ковриги.  итак, хорошо жить в пригороде, просыпаться ближе  к рассвету, выходить на участок с лопатой или метлою. не найти жемчужины в местной навозной жиже. не пронести фигу в кармане и самиздат под полою. можно только втайне молиться: Отче наш, иже еси на небесех, сделай меня золою.","{'city', 'odessa', 'suburbs', 'prayer'}"
935,1019,Boris Khersonsky,Russian,"Если ты захмелеешь на прощальной пирушке, сыграй что-нибудь – это укрепит твой дух. А если ты военный к тому же, вели подать еще вина и не жалей флагов – это умножит твою воинскую доблесть.
Китайский мудрец, процитированный Линь Ю-таном в книге «Как важно жить» (Ивлин Во ""Не жалейте флагов"")","Если ты захмелеешь на прощальной пирушке, сыграй что-нибудь – это укрепит твой дух. А если ты военный к тому же, вели подать еще вина и не жалей флагов – это умножит твою воинскую доблесть. Китайский мудрец, процитированный Линь Ю-таном в книге «Как важно жить» (Ивлин Во ""Не жалейте флагов"")","{'alcohol', 'lin yu-tang', 'literature', 'departure', 'evelyn waugh', 'farewell'}"
936,1021,Dmitry Strotsev,Russian,"+
Павлу Гольдбергу
в саду открытая земля
как черная постель
и никому сказать нельзя
чтоб лечь еще тесней
среди распахнутых корней
и согнутых локтей
углы и головы детей
овалы матерей
и так дыхание дрожит
и так земля парит
как будто для меня магнит
и вся семья лежит
в саду открытая земля
как черная постель
и никого предать нельзя
и не рыдать на ней 
16.05.2011",+ Павлу Гольдбергу в саду открытая земля как черная постель и никому сказать нельзя чтоб лечь еще тесней среди распахнутых корней и согнутых локтей углы и головы детей овалы матерей и так дыхание дрожит и так земля парит как будто для меня магнит и вся семья лежит в саду открытая земля как черная постель и никого предать нельзя и не рыдать на ней  16.05.2011,"{'includes dedication', 'to pavel goldberg'}"
940,1028,Boris Khersonsky,Russian,"***
да, конечно, забот полон беззубый рот, но
среди забот легче жить беззаботно.
жить сегодняшним днем, гори он огнем, но
ничего не понять,
головы не поднять,
подсознание неподъемно.
вот и лежи на диване у телика, как колода
мысли нужно гнать, как ворон с огорода,
слетевшихся к пугалу - ватник на швабре и шапка.
весенний ветер носит то, что налаяла мелкая шавка","*** да, конечно, забот полон беззубый рот, но среди забот легче жить беззаботно. жить сегодняшним днем, гори он огнем, но ничего не понять, головы не поднять, подсознание неподъемно. вот и лежи на диване у телика, как колода мысли нужно гнать, как ворон с огорода, слетевшихся к пугалу - ватник на швабре и шапка. весенний ветер носит то, что налаяла мелкая шавка","{'body', 'anxiety', 'aging', 'spring', 'teeth'}"
946,1038,Boris Khersonsky,Russian,"***
У святого Франциска три брата и три сестры.
Брат Солнце, брат Ветер, брат Пламя - не спастись от жары.
Сестры Луна, Вода, и Смерть - всех примет Матерь Земля.
Выжженные холмы. Зеленеющие поля.

Несравненная Умбрия! Трехслойные города.
Омывает Матерь Землю сестра Вода.
Замок-корона стоит на каждом холме.
Сколько цветов, Франциск в нищей твоей суме? 

Отсутствие дома, странствия, нищета -
вот идеалы жизни. Все остальное тщета.
Деньги не стоят платы. Бедность мы воспоем.
И да проступят стигматы на нищем теле твоем.","*** У святого Франциска три брата и три сестры. Брат Солнце, брат Ветер, брат Пламя - не спастись от жары. Сестры Луна, Вода, и Смерть - всех примет Матерь Земля. Выжженные холмы. Зеленеющие поля.  Несравненная Умбрия! Трехслойные города. Омывает Матерь Землю сестра Вода. Замок-корона стоит на каждом холме. Сколько цветов, Франциск в нищей твоей суме?   Отсутствие дома, странствия, нищета - вот идеалы жизни. Все остальное тщета. Деньги не стоят платы. Бедность мы воспоем. И да проступят стигматы на нищем теле твоем.","{'st. francis', 'brothers', 'italy', 'assissi', 'poverty', 'christianity'}"
950,1042,Julia Musakovska,Ukrainian,"***
Дивилися 
на голе, розтерзане тіло моєї вітчизни.
Знімали й публікували фото і відео
високої роздільної здатності.
Жахалися, засуджували,
непокоїлися, цокали язиками.
Гучно вболівали і підбадьорювали,
дивувалися, що ще жива.
Захоплювалися стійкістю і хоробрістю.
Пропонували їжу й питво,
вологі серветки,
ліжкомісце,
дозвіл на працю – 
і все задармо.
Поки скажений пес
виривав з її тіла криваві шматки м’яса,
вже близько до сонної артерії.
Зібрався цілий натовп
людей у повному озброєнні, 
але ніхто не натиснув спусковий гачок,
аби його раптом не сіпнуло
віддачею.
26.03.2022","*** Дивилися  на голе, розтерзане тіло моєї вітчизни. Знімали й публікували фото і відео високої роздільної здатності. Жахалися, засуджували, непокоїлися, цокали язиками. Гучно вболівали і підбадьорювали, дивувалися, що ще жива. Захоплювалися стійкістю і хоробрістю. Пропонували їжу й питво, вологі серветки, ліжкомісце, дозвіл на працю –  і все задармо. Поки скажений пес виривав з її тіла криваві шматки м’яса, вже близько до сонної артерії. Зібрався цілий натовп людей у повному озброєнні,  але ніхто не натиснув спусковий гачок, аби його раптом не сіпнуло віддачею. 26.03.2022","{'combine with destruction', 'home', 'devastation', 'homeland'}"
954,1048,Oleh Kotsarev,Ukrainian,"МУЗИКА

небо вечора цього разу було
акордеоном веселки розтягнутим на довжину найбільшу
і музика звучала
і променями пускали жабки
але акордеон не поспішав назад згортатися якась дурниця

музика кажуть музика щоразу готова
до цілковитого оновлення
готова закінчитись і починати наново
з абсолютного нуля
з викінченого нічого

але все одно щоразу
сила людей що суне в оглушних обставинах
трохи спиняється й дивується
що музика
дивується
що грає
дивується
що гра є",МУЗИКА  небо вечора цього разу було акордеоном веселки розтягнутим на довжину найбільшу і музика звучала і променями пускали жабки але акордеон не поспішав назад згортатися якась дурниця  музика кажуть музика щоразу готова до цілковитого оновлення готова закінчитись і починати наново з абсолютного нуля з викінченого нічого  але все одно щоразу сила людей що суне в оглушних обставинах трохи спиняється й дивується що музика дивується що грає дивується що гра є,{'music'}
957,1054,Boris Khersonsky,Russian,"Прийшли чорти й кажуть - янголи ми.
Прийшли кати й кажуть, що ми - брати.
Кажуть - прийшли зі світу. але насправді з пітьми.
Країно моя. та невже повірила ти?

Невже буде воно так навіки віків,
що будеш в подолі носити злодіїв-байстрюків, 
засипати у бруді, прокидатись в вогні?
Щож ти мовчиш, не відповідаєш мені?
30.11.2019","Прийшли чорти й кажуть - янголи ми. Прийшли кати й кажуть, що ми - брати. Кажуть - прийшли зі світу. але насправді з пітьми. Країно моя. та невже повірила ти?  Невже буде воно так навіки віків, що будеш в подолі носити злодіїв-байстрюків,  засипати у бруді, прокидатись в вогні? Щож ти мовчиш, не відповідаєш мені? 30.11.2019","{'devils', 'angels', 'invasion', 'russia'}"
961,1060,Mykola Lukash,Ukrainian,"У кожній каламутній ситуації доречно згадувати класику:
«До кормушки вчасно ти причалив,
а мистецтво - справа не твоя.
Є на світі коник-дзвоник Чалий,
та ніхто не знає нахуя».
(с) Микола Лукаш","У кожній каламутній ситуації доречно згадувати класику: «До кормушки вчасно ти причалив, а мистецтво - справа не твоя. Є на світі коник-дзвоник Чалий, та ніхто не знає нахуя».  Микола Лукаш","{'profanity', 'art'}"
966,1067,Boris Khersonsky,Russian,"Страсти по Афанасию

Перекрестясь на угол, где мерцает икона,
он пьет микстуру на голодный желудок,
размышляя о том, что был рожден вне закона,
а потому он - бастард, по-русски- ублюдок.

""Вот, я в беззаконьи зачат"" - псалом покаянный длится.
Люди каждое утро читают его, умиляются и рыдают.
А он размышляет о проклятой странице
в метрической книге, где даты не совпадают.

Так портит музыку одна фальшивая нота.
И привкус дегтя в меду уничтожить никто не в силах.
И где же твое дворянство, если есть решенье Синода,
и нет ни капельки русской крови в немецких жилах.

Вот есть ли еврейская? малая толика самой
ужасной крови? Он вспоминает с ухмылкой
ту самую женщину. Он называл ее мамой,
а надо бы сукой, блядью, жидовской подстилкой.

И он повторяет эти слова, как молитву Божью,
а потом читает молитву. словно набор проклятий.
В долгой жизни его все оказалось ложью,
кроме хозяйства и литературных занятий.

Что же! Бессмертная подлинность русской речи
покроет фальшь биографии драгоценным покровом.
Он выходит в утренний сад и расправляет плечи.
И - нечто вроде улыбки на тяжелом лице суровом.
март 2014","Страсти по Афанасию  Перекрестясь на угол, где мерцает икона, он пьет микстуру на голодный желудок, размышляя о том, что был рожден вне закона, а потому он - бастард, по-русски- ублюдок.  ""Вот, я в беззаконьи зачат"" - псалом покаянный длится. Люди каждое утро читают его, умиляются и рыдают. А он размышляет о проклятой странице в метрической книге, где даты не совпадают.  Так портит музыку одна фальшивая нота. И привкус дегтя в меду уничтожить никто не в силах. И где же твое дворянство, если есть решенье Синода, и нет ни капельки русской крови в немецких жилах.  Вот есть ли еврейская? малая толика самой ужасной крови? Он вспоминает с ухмылкой ту самую женщину. Он называл ее мамой, а надо бы сукой, блядью, жидовской подстилкой.  И он повторяет эти слова, как молитву Божью, а потом читает молитву. словно набор проклятий. В долгой жизни его все оказалось ложью, кроме хозяйства и литературных занятий.  Что же! Бессмертная подлинность русской речи покроет фальшь биографии драгоценным покровом. Он выходит в утренний сад и расправляет плечи. И - нечто вроде улыбки на тяжелом лице суровом. март 2014","{'athanasius', 'jews', 'church', 'passion'}"
971,1073,Alex Averbuch,Ukrainian,"щоночі уживати всі заходи 
для досягнення певного рівня 
добробуту
створювати умови 
для здійснення мрії 
ніби охороняти тебе від небезпеки
трохи відпочиваю та йду в наступ
відчувати сердечну прихильність 
до особи своєї статі",щоночі уживати всі заходи  для досягнення певного рівня  добробуту створювати умови  для здійснення мрії  ніби охороняти тебе від небезпеки трохи відпочиваю та йду в наступ відчувати сердечну прихильність  до особи своєї статі,"{'sexuality', 'action', 'danger', 'night'}"
983,1086,Alex Averbuch,Ukrainian,"*
як пережити те що вже відбулося
те яке щомиті непереборно
тягне до себе –
підійди
доторкнись
але ти відхиляєшся
ховаєш руки за спину
відвертаєш обличчя вбік
нібито не впізнаєш
однак тільки-но воно даленіє
щось підтягує тебе
наче за пуповину
у цю сіро-руду течію
яка кожною бульбашкою
ще пам’ятає спокійні безбарвні води
і ти позбавлений сили відштовхуватися
млієш від болю
бо тобі знов нарешті добре
так добре всіх їх видно
що лише прозора межа
відокремлює два благання
твоє – ненародження
їхнє – несмерті",* як пережити те що вже відбулося те яке щомиті непереборно тягне до себе – підійди доторкнись але ти відхиляєшся ховаєш руки за спину відвертаєш обличчя вбік нібито не впізнаєш однак тільки-но воно даленіє щось підтягує тебе наче за пуповину у цю сіро-руду течію яка кожною бульбашкою ще пам’ятає спокійні безбарвні води і ти позбавлений сили відштовхуватися млієш від болю бо тобі знов нарешті добре так добре всіх їх видно що лише прозора межа відокремлює два благання твоє – ненародження їхнє – несмерті,"{'strength', 'survival', 'immortality'}"
984,1088,Boris Khersonsky,Russian,"памяти Е.А.Е.
Когда я слышу стихи ""Любимая, спи"",
мне очень жаль дремучего пса на цепи,
который зачем-то лижет соленые звенья.
Наверное, потому, что я сам на цепи сидел,
и слушал стихи о величии наших дел,
и скрежетал зубами под гром хорового пенья.

И мысленно провожая тебя в твой последний путь,
я вижу себя в железной клетке, пытающимся согнуть,
вернее, раздвинуть в стороны крепкие прутья.
Ни Рима, ни даже Варны - недостижимая цель,
раздвинуть прутья и втиснуться в узкую щель,
и оказаться в плену восторженного безлюдья.

Это было недавно - как в песне - это было давно,
тебе было много позволено и много дано,
кляни комсомол, был бы нетленен Ленин,
маячил бы пугалом коммунизм за углом,
тащили бы пионеры из подвалов металлолом,
и не был бы русский рубль на зеленый доллар обменян.

Вспомни о Бабьем Яре - за него тебя пожурят,
разъяснят, что там расстреливали подряд
футболистов и партизан, и мирных советских граждан,
а что слово ""еврей"" было в их паспортах,
то известно, что не имеет национальности прах,
вспомним всех поименно, и забудем о каждом.

Ибо вальс устарел - говорит кое-кто смеясь,
разве только в тайге, где москиты, роясь
насыщают себя кровью ветренной молодежи,
голых баб - как в бане, и бабы прыгают в снег,
баня это обитель жара и чистых нег,
здесь хорошо, здесь можно обойтись без одежи.

Но уж если одежа - тогда уже нужен свежак.
цветастый галстук, немыслимо пестрый пиджак,
огромная шуба на зависть покойному Мандельштаму.
Опять же хор о величии наших дел,
и посиделки в подследственном ЦДЛ,
гуляем, пьем, вспоминая ебену маму.

И о чем горевать, если всюду виден прогресс,
и уже построена вся эта блядская ГЭС,
и Стенька Разин связан и четвертован,
И где тот Союз, и тот -как его - комсомол,
все развеяно прахом - мелкий помол,
и ты ушел путем, который нам всем уготован.
2021","памяти Е.А.Е. Когда я слышу стихи ""Любимая, спи"", мне очень жаль дремучего пса на цепи, который зачем-то лижет соленые звенья. Наверное, потому, что я сам на цепи сидел, и слушал стихи о величии наших дел, и скрежетал зубами под гром хорового пенья.  И мысленно провожая тебя в твой последний путь, я вижу себя в железной клетке, пытающимся согнуть, вернее, раздвинуть в стороны крепкие прутья. Ни Рима, ни даже Варны - недостижимая цель, раздвинуть прутья и втиснуться в узкую щель, и оказаться в плену восторженного безлюдья.  Это было недавно - как в песне - это было давно, тебе было много позволено и много дано, кляни комсомол, был бы нетленен Ленин, маячил бы пугалом коммунизм за углом, тащили бы пионеры из подвалов металлолом, и не был бы русский рубль на зеленый доллар обменян.  Вспомни о Бабьем Яре - за него тебя пожурят, разъяснят, что там расстреливали подряд футболистов и партизан, и мирных советских граждан, а что слово ""еврей"" было в их паспортах, то известно, что не имеет национальности прах, вспомним всех поименно, и забудем о каждом.  Ибо вальс устарел - говорит кое-кто смеясь, разве только в тайге, где москиты, роясь насыщают себя кровью ветренной молодежи, голых баб - как в бане, и бабы прыгают в снег, баня это обитель жара и чистых нег, здесь хорошо, здесь можно обойтись без одежи.  Но уж если одежа - тогда уже нужен свежак. цветастый галстук, немыслимо пестрый пиджак, огромная шуба на зависть покойному Мандельштаму. Опять же хор о величии наших дел, и посиделки в подследственном ЦДЛ, гуляем, пьем, вспоминая ебену маму.  И о чем горевать, если всюду виден прогресс, и уже построена вся эта блядская ГЭС, и Стенька Разин связан и четвертован, И где тот Союз, и тот -как его - комсомол, все развеяно прахом - мелкий помол, и ты ушел путем, который нам всем уготован. 2021","{'evtushenko', 'komsomol', 'stenka razin', 'coat', 'jews', 'in memoriam', 'mandelstam', 'soviet union', 'rome', 'babyn yar'}"
985,1089,Boris Khersonsky,Russian,"1 апреля - день смеха сквозь невидимые миру слезы. С Днем Рождения Николая Васильевич! ГОГОЛЬНАШ!
***
Да, конечно, выросли, подтянулись и поумнели,
влезли в компьютер, на котором клином сошелся свет,
но так и не вышли из гоголевской ""Шинели"",
потому что из этой шинели выхода нет.

Мы копили деньги. мы шили ее всем миром.
И вот разбойник ночной сорвал ее на мосту.
Ах если бы мама в детстве лечила нас рыбьим жиром!
Ах, если бы полицейский ночью стоял на посту.

Ах, если бы он разбойника взял за шкирку,
и свел в участок, ни слова не говоря,
мы бы не пили запоем,не кололи бы в вену ширку,
не праздновали годовщины великого октября.

И если бы эта шинель, которую мы надели,
как шкура вторая прочно к нам приросла,
мы бы уверенно шли к нашей конечной цели,
и хворь бы нас не скрутила, и смерть бы не унесла.
1.04. 15
***
то отсутствие носа то опустела касса,
то водки не продают до второго часа
в рыбном отсутствие рыбы в мясном отсутствие мяса
лица разнятся но в головах однородная масса

в стране разруха в людях присутствие духа
всюду сердца широки а улыбки от уха до уха
в космосе спутник би-бип в ящике пачка открыток
в законе вор у вора на стреме маруха
хочется чтобы прибыль а на деле один убыток
гоголь ходит по невскому невский находится в риме
актеры безлики а дамы гуляют в гриме
в каждой супружеской спальне ночная камера пыток
молчуны отдают предпочтение пантомиме

говоруны предпочитают кафедры или трибуны
гитаристы поют романсы щипают струны
в небе два архангела первый с мечом а второй с трубою
майор ковалев смотрит на пустоту над верхней губою
2017","1 апреля - день смеха сквозь невидимые миру слезы. С Днем Рождения Николая Васильевич! ГОГОЛЬНАШ! *** Да, конечно, выросли, подтянулись и поумнели, влезли в компьютер, на котором клином сошелся свет, но так и не вышли из гоголевской ""Шинели"", потому что из этой шинели выхода нет.  Мы копили деньги. мы шили ее всем миром. И вот разбойник ночной сорвал ее на мосту. Ах если бы мама в детстве лечила нас рыбьим жиром! Ах, если бы полицейский ночью стоял на посту.  Ах, если бы он разбойника взял за шкирку, и свел в участок, ни слова не говоря, мы бы не пили запоем,не кололи бы в вену ширку, не праздновали годовщины великого октября.  И если бы эта шинель, которую мы надели, как шкура вторая прочно к нам приросла, мы бы уверенно шли к нашей конечной цели, и хворь бы нас не скрутила, и смерть бы не унесла. 1.04. 15 *** то отсутствие носа то опустела касса, то водки не продают до второго часа в рыбном отсутствие рыбы в мясном отсутствие мяса лица разнятся но в головах однородная масса  в стране разруха в людях присутствие духа всюду сердца широки а улыбки от уха до уха в космосе спутник би-бип в ящике пачка открыток в законе вор у вора на стреме маруха хочется чтобы прибыль а на деле один убыток гоголь ходит по невскому невский находится в риме актеры безлики а дамы гуляют в гриме в каждой супружеской спальне ночная камера пыток молчуны отдают предпочтение пантомиме  говоруны предпочитают кафедры или трибуны гитаристы поют романсы щипают струны в небе два архангела первый с мечом а второй с трубою майор ковалев смотрит на пустоту над верхней губою 2017","{'overcoat', 'coat', 'gogol', 'holiday', 'cycle', 'laughter', 'nose'}"
993,1098,Dmitry Strotsev,Ukrainian,"*
ієрархи
зґвалтовані
міліцейським кийком до розриву матки
на такому сімейному синодальному фото
з Окрестіна
ієрархи
які смиренно ховають чорні синці
у розлиті шовки святкових уборів
які склали тихенько перебиті п’ястки рук на колінах
однією горлянкою
куди по руків’я забитий міліцейський кийок
по-батьківські звіщаєте
нам
тілу Христовому
Церкві, голодній і спрагненій правди
підкоріться недолюдку й припиніть рипатись, чада
ви не розумієте, що чините
ми
ієрархи
у тонкому сні і келійній молитві
бачили яйця дракона, а це незбагненно красиво
це яскравіше за світло
це міцніше за сутність
це чистіше за совість
це вище за Бога
і це безперечно набагато цінніше за біль
ми
тіло Христове
Церква, невтішна в сльозах своїх,
відповідаємо
ви втратили голос, ви змінили подобу
ми вас більше не чуємо, не бачимо і не знаємо
ієрархи
19.08.2020
Переклад Іі Ківы","* ієрархи зґвалтовані міліцейським кийком до розриву матки на такому сімейному синодальному фото з Окрестіна ієрархи які смиренно ховають чорні синці у розлиті шовки святкових уборів які склали тихенько перебиті п’ястки рук на колінах однією горлянкою куди по руків’я забитий міліцейський кийок по-батьківські звіщаєте нам тілу Христовому Церкві, голодній і спрагненій правди підкоріться недолюдку й припиніть рипатись, чада ви не розумієте, що чините ми ієрархи у тонкому сні і келійній молитві бачили яйця дракона, а це незбагненно красиво це яскравіше за світло це міцніше за сутність це чистіше за совість це вище за Бога і це безперечно набагато цінніше за біль ми тіло Христове Церква, невтішна в сльозах своїх, відповідаємо ви втратили голос, ви змінили подобу ми вас більше не чуємо, не бачимо і не знаємо ієрархи 19.08.2020 Переклад Іі Ківы","{'ukraine', 'power', 'christianity'}"
994,1099,Julia Musakovska,Ukrainian,"***
Несу своє горе у сповитку
велелюдною вулицею.
Горе надсадно кричить. 
Перехожі дратуються:
“Вгамуйте своє горе,
годі йому голосити.
Вкрийте його тепліше,
нагодуйте, приспіть.
Горе як горе — 
в кого його не було.”
Горе тулить мені 
до грудей гаряче чоло.
У горя в очах сотні і тисячі
розтерзаних нас. Тут і зараз. 
Кричи, моє горе, кричи.
3.04.2022","*** Несу своє горе у сповитку велелюдною вулицею. Горе надсадно кричить.  Перехожі дратуються: “Вгамуйте своє горе, годі йому голосити. Вкрийте його тепліше, нагодуйте, приспіть. Горе як горе —  в кого його не було.” Горе тулить мені  до грудей гаряче чоло. У горя в очах сотні і тисячі розтерзаних нас. Тут і зараз.  Кричи, моє горе, кричи. 3.04.2022","{'grief', 'sadness'}"
998,1103,Julia Musakovska,Ukrainian,"Повернення
Колії-колії, довгі, як зими.
Рідні, як сестри.
Суворі, як Бог.
Любі повернуться, 
будемо з ними
пити какао, курити на двох.
Колії-колії.
Коливо долі
рано давати на білий обрус.
Краплі обіцянок падають долі,
краплі гуркочуть, 
немов землетрус.
Сипле зима папірцями прощання
і вихолоджує душу і дім.
Недобудовані замки піщані.
Місяць у небі помер молодим.
Колії-колії. Стрілки колючі
лізуть у скроні, немов шпичаки.
Жінкою з кінокартин Бертолуччі
біла сніжинка зникає з руки.
Стали фігурками на каруселі
люди із клунками, 
пси, 
голуби…
Серце, як дзвін, у грудину гамселить:
не загубитися б, 
не загуби…
Колії крутяться в дикому вальсі,
та гучномовці зупинять його. 
Коло замкнеться, 
з’єднаються пальці:
«Колія перша.
Дев’ятий вагон».
2009
PS. Bogdana Romantsova, у чернетці цього тексту було про какао. Не знаю, чому. Не розумію, як це все можливо.","Повернення Колії-колії, довгі, як зими. Рідні, як сестри. Суворі, як Бог. Любі повернуться,  будемо з ними пити какао, курити на двох. Колії-колії. Коливо долі рано давати на білий обрус. Краплі обіцянок падають долі, краплі гуркочуть,  немов землетрус. Сипле зима папірцями прощання і вихолоджує душу і дім. Недобудовані замки піщані. Місяць у небі помер молодим. Колії-колії. Стрілки колючі лізуть у скроні, немов шпичаки. Жінкою з кінокартин Бертолуччі біла сніжинка зникає з руки. Стали фігурками на каруселі люди із клунками,  пси,  голуби… Серце, як дзвін, у грудину гамселить: не загубитися б,  не загуби… Колії крутяться в дикому вальсі, та гучномовці зупинять його.  Коло замкнеться,  з’єднаються пальці: «Колія перша. Дев’ятий вагон». 2009 PS. Bogdana Romantsova, у чернетці цього тексту було про какао. Не знаю, чому. Не розумію, як це все можливо.","{'clothing', 'necklaces', 'jewelry'}"
1001,1106,Pavlo Vyshebaba,Ukrainian,"Я тепер не запалюю світла, від слова зовсім.
Ніч прийде і вона буде мати твоє волосся.
Часом з вікон заклеєних випаде промінь з пилом,
наче та сивина, що в ці дні ти собі нажила.
Поклоняюся ночі, лягаю в її обійми.
У молитвах своїх не проси зупинити війни,
не проси нездійсненного нам, а самий лиш мізер:
загасити зірки та сховати сталевий місяць.
Уночі невідомо за ким калатають дзвони,
уночі наші ріки й струмки не такі червоні,
павутиння пітьми зашиває в будинках діри
і цього мені досить, щоб мати ще крихту віри.
Нині в місці, що ти називала ще вчора домом,
всі слова про любов застрягають у горлі комом,
та коли буде можна без жаху відкрити очі,
повертайся, промовимо їх, наче вирок ночі.
9.04.22","Я тепер не запалюю світла, від слова зовсім. Ніч прийде і вона буде мати твоє волосся. Часом з вікон заклеєних випаде промінь з пилом, наче та сивина, що в ці дні ти собі нажила. Поклоняюся ночі, лягаю в її обійми. У молитвах своїх не проси зупинити війни, не проси нездійсненного нам, а самий лиш мізер: загасити зірки та сховати сталевий місяць. Уночі невідомо за ким калатають дзвони, уночі наші ріки й струмки не такі червоні, павутиння пітьми зашиває в будинках діри і цього мені досить, щоб мати ще крихту віри. Нині в місці, що ти називала ще вчора домом, всі слова про любов застрягають у горлі комом, та коли буде можна без жаху відкрити очі, повертайся, промовимо їх, наче вирок ночі. 9.04.22","{'faith', 'night', 'landscape', 'aging'}"
