,ID,poem_author,language,original_poem,light_clean_poem,theme,keywords
554,578,Dmitry Kuzmin,Russian,"* * *
вдоль па-не-
лей и цин-
ковых крыш
И. Б.
Родина
к одним посылает туристов
с секретной отравой,
других снимает
с летящего над ней самолёта,
и, пока она занята
большими делами,
звенит последний звонок,
выпускники становятся в круг,
руки кладут друг другу на плечи
и поют, качаясь:
Когда тебя не слышат,
Для чего кричать?
— а потом разъезжаются по домам
искать на бёдрах или предплечьях
свободное место для селфхарма
и мастурбировать в анонимных видеочатах.
Потому что
Родина
у них дома
за стенкой.
Холодильник откроешь — а там
две полки еды, которую папа велел не трогать:
сынок, это Родина.
Выйдешь в прихожую —
там собака, мама ей повторяет, какая она
красавица, не оборачиваясь:
сынок, это Родина.
И если
даже
стримить начнут
по всем телеграм-каналам
безумный уверенный свист,
не на что вызвать Убер,
и все билеты по паспорту,
и пандемия покончила с автостопом.
Родина
никогда не предаст тебя,
сынок,
она и хотела
с самого начала
извести тебя секретной отравой,
подставой снять с самолёта.
Просто пока она
занята большими делами,
есть ещё
немного времени, чтобы
сдаваться или нет.","* * * вдоль па-не- лей и цин- ковых крыш И. Б. Родина к одним посылает туристов с секретной отравой, других снимает с летящего над ней самолёта, и, пока она занята большими делами, звенит последний звонок, выпускники становятся в круг, руки кладут друг другу на плечи и поют, качаясь: Когда тебя не слышат, Для чего кричать? — а потом разъезжаются по домам искать на бёдрах или предплечьях свободное место для селфхарма и мастурбировать в анонимных видеочатах. Потому что Родина у них дома за стенкой. Холодильник откроешь — а там две полки еды, которую папа велел не трогать: сынок, это Родина. Выйдешь в прихожую — там собака, мама ей повторяет, какая она красавица, не оборачиваясь: сынок, это Родина. И если даже стримить начнут по всем телеграм-каналам безумный уверенный свист, не на что вызвать Убер, и все билеты по паспорту, и пандемия покончила с автостопом. Родина никогда не предаст тебя, сынок, она и хотела с самого начала извести тебя секретной отравой, подставой снять с самолёта. Просто пока она занята большими делами, есть ещё немного времени, чтобы сдаваться или нет.","{'russia', 'covid'}","[('разъезжаются', 0.3326), ('автостопом', 0.3067), ('предплечьях', 0.2836), ('секретной', 0.2478), ('откроешь', 0.2451)]"
555,579,Iya Kiva,Russian,"кто скажет брат мой что нас было двое
что до войны давали имена
на том ином счастливом берегу
где били нас за Крым и за Донбасс
когда глаза глядели в небо голубое
и прозревали радужную тьму
и времена последни наступали
всей армией излишних человеков
если сказать короче зеков
меня в плену огонь так жарко целовал
оберегая от шагов постыдных
повязок гнойных и больных конвойных
всей тяжестью семи казенных покрывал
пока ты песни строевые пел
пока ты баб с окрестных сел имел
день ото дня от храбрости мелея
и все живое запирал в подвал
как я тебя любил как я в тебя кричал
подбитой чайкой покидающей причал
я твердь небесную на стружки рассекал
и звезды скармливал краснознаменным петухам
и срыгивал огонь по головам и по грехам
пока ты бойко клятвы нарушал
пока ты в воздухе обидами шуршал
я разучился на имперском понимать
и напоследок попрошу лишь об одном
не говори со мной поддельным языком
он мне знаком
что мне еще хотелось бы сказать
смерть победит нас всех ты знаешь сам
мы пересчитаны по голосам и волосам
как говорится каждой твари по слезам
и если правда что не всех возьмут в ковчег
то пусть тебя забудут твою мать
но и по смерти я не замолчу
и на рассвете исходя на мясо и мочу
я буду до последнего кричать:
до темных нор и до приадных нар
веди меня мой комиссар
товарищ мой начальник дорогой
на судный бой
(2019)",кто скажет брат мой что нас было двое что до войны давали имена на том ином счастливом берегу где били нас за Крым и за Донбасс когда глаза глядели в небо голубое и прозревали радужную тьму и времена последни наступали всей армией излишних человеков если сказать короче зеков меня в плену огонь так жарко целовал оберегая от шагов постыдных повязок гнойных и больных конвойных всей тяжестью семи казенных покрывал пока ты песни строевые пел пока ты баб с окрестных сел имел день ото дня от храбрости мелея и все живое запирал в подвал как я тебя любил как я в тебя кричал подбитой чайкой покидающей причал я твердь небесную на стружки рассекал и звезды скармливал краснознаменным петухам и срыгивал огонь по головам и по грехам пока ты бойко клятвы нарушал пока ты в воздухе обидами шуршал я разучился на имперском понимать и напоследок попрошу лишь об одном не говори со мной поддельным языком он мне знаком что мне еще хотелось бы сказать смерть победит нас всех ты знаешь сам мы пересчитаны по голосам и волосам как говорится каждой твари по слезам и если правда что не всех возьмут в ковчег то пусть тебя забудут твою мать но и по смерти я не замолчу и на рассвете исходя на мясо и мочу я буду до последнего кричать: до темных нор и до приадных нар веди меня мой комиссар товарищ мой начальник дорогой на судный бой (2019),"{'geography', 'crimea', 'donbass', 'donbas', 'war', 'geography of ukraine'}","[('счастливом', 0.3741), ('краснознаменным', 0.3726), ('небесную', 0.288), ('храбрости', 0.2646), ('скармливал', 0.2599)]"
556,580,Oksana Lutsyshyna,Ukrainian,"ну добре а якщо за найгіршим сценарієм у дусі дейла карнегі: ти всіх втратила
всіх кого любила і кого могла би любити
і у якості втіхи тобі залишилися тільки карл маркс
і берні сандерз
і якісь жінки, там же мали бути якісь
жінки; але ти не пам‘ятаєш жінок
бо тебе не вчили іх пам‘ятати
дейл карнегі сидить у кав‘ярні із назвою оксфорд
п‘є свій колоніальний чай і думає - ну нарешті
я врятував цивілізацію
не мені з ним сперечатися: я нікого
не врятувала
я ніколи не могла дивитися на
помирання лагідних
а тепер я знаю що найбільший дар Господу - 
це твоі невдачі
ти приносиш Йому цей урожай і складаєш біля престолу
складаєш і складаєш а він
ніяк не закінчується
але зате Господь тепер все про тебе Знає
все, все, до останку, як і треба для любові
для втрати","ну добре а якщо за найгіршим сценарієм у дусі дейла карнегі: ти всіх втратила всіх кого любила і кого могла би любити і у якості втіхи тобі залишилися тільки карл маркс і берні сандерз і якісь жінки, там же мали бути якісь жінки; але ти не пам‘ятаєш жінок бо тебе не вчили іх пам‘ятати дейл карнегі сидить у кав‘ярні із назвою оксфорд п‘є свій колоніальний чай і думає - ну нарешті я врятував цивілізацію не мені з ним сперечатися: я нікого не врятувала я ніколи не могла дивитися на помирання лагідних а тепер я знаю що найбільший дар Господу -  це твоі невдачі ти приносиш Йому цей урожай і складаєш біля престолу складаєш і складаєш а він ніяк не закінчується але зате Господь тепер все про тебе Знає все, все, до останку, як і треба для любові для втрати","{'usa', 'geography'}","[('оксфорд', 0.3889), ('цивілізацію', 0.3882), ('невдачі', 0.2414), ('господь', 0.2404), ('сперечатися', 0.2395)]"
557,581,Serhiy Zhadan,Ukrainian,"БРЕХТ
Хто з поетів похований у цьому місті?
Хто з них лежить у міському ґрунті,
на рівні підземки,
на глибині водогону?
Поховані містом поети, 
Схожі на посаджені кущі,
схожі на коріння невидимих дерев.
Що виростає з такого коріння?
Стовбури світла, стебла гомону,
невидима крона гніву,
нечутний шурхіт іронії.
Добра туристична розвага – 
ховати поетів поруч із торгівельними центрами.
Поет має бути корисним навіть по смерті.
Не надто зручний за життя, 
колючий у театральному залі, 
ніби камінь у дитячій долоні, 
скандальний, наче птах, що залетів 
на кухню з літньої вулиці – 
тепер він нарешті приносить користь місту, 
приносить користь громаді, 
лежить у землі, 
озивається до перехожих:
підходьмо, підходьмо, поважна публіко, 
ставаймо врочисто на цвинтарну землю, 
згадуймо, відчайдушно згадуймо 
бодай якісь вірші, почуті в дитинстві. 
Що я говорив про вас за життя? 
Що ви злодії та негідники. 
Що я обіцяв вам по вашій смерті? 
Тихий спокій, вічне спасіння.
Підходьмо, підходьмо в затінок дерев, 
думаймо про царство боже, 
вірмо в те, що поети говорили правду 
і що смерть це лише протяг між поверхами, 
промінь на хіднику. 
І стоять люди на старих міських цвинтарях, 
і тішаться нагоді прочитати на камені знайоме ім'я, 
і міста ховають у собі поетів,
ніби прикраси під одягом,
ніби каліцтва.
І стоять люди під високим небом.
Таким високим, майже невидимим.
І гірко їм від того, що смерть так близько, 
і легко від того, що смерті немає.","БРЕХТ Хто з поетів похований у цьому місті? Хто з них лежить у міському ґрунті, на рівні підземки, на глибині водогону? Поховані містом поети,  Схожі на посаджені кущі, схожі на коріння невидимих дерев. Що виростає з такого коріння? Стовбури світла, стебла гомону, невидима крона гніву, нечутний шурхіт іронії. Добра туристична розвага –  ховати поетів поруч із торгівельними центрами. Поет має бути корисним навіть по смерті. Не надто зручний за життя,  колючий у театральному залі,  ніби камінь у дитячій долоні,  скандальний, наче птах, що залетів  на кухню з літньої вулиці –  тепер він нарешті приносить користь місту,  приносить користь громаді,  лежить у землі,  озивається до перехожих: підходьмо, підходьмо, поважна публіко,  ставаймо врочисто на цвинтарну землю,  згадуймо, відчайдушно згадуймо  бодай якісь вірші, почуті в дитинстві.  Що я говорив про вас за життя?  Що ви злодії та негідники.  Що я обіцяв вам по вашій смерті?  Тихий спокій, вічне спасіння. Підходьмо, підходьмо в затінок дерев,  думаймо про царство боже,  вірмо в те, що поети говорили правду  і що смерть це лише протяг між поверхами,  промінь на хіднику.  І стоять люди на старих міських цвинтарях,  і тішаться нагоді прочитати на камені знайоме ім'я,  і міста ховають у собі поетів, ніби прикраси під одягом, ніби каліцтва. І стоять люди під високим небом. Таким високим, майже невидимим. І гірко їм від того, що смерть так близько,  і легко від того, що смерті немає.","{'cemetery', 'cities', 'brecht', 'architecture', 'poetry'}","[('ґрунті', 0.3487), ('відчайдушно', 0.3097), ('торгівельними', 0.308), ('згадуймо', 0.3024), ('врочисто', 0.2479)]"
558,582,Nathalie Beltchenko,Ukrainian,"Збирач кам’яних грибів,
Дозорець природних див
Чекає в четвер дощів,
Аби наступив приплив.
А зараз він прикрутив
До щогли себе, бо спів
І схлип всього, що любив,
Лунає йому зі снів.
Не рушиш у Крим, але ж
До Криму в думках пливеш,
В безсиллі і сні своїм.
Та вийти зумів Улісс
З Аїду! Побувши скрізь,
Він все ж повернув свій Дім.
Ще мої віршовані спогади про Крим http://maydan.drohobych.net/?p=68500
У рамках правозахисного проєкту «Крим. Літній сезон: те, що у нас не забрати» PEN Ukraine, Center for Civil Liberties / Центр Громадянських Свобод, Всі. Свої та Postmen запрошують вас поділитися в соціальних мережах вашими спогадами з хештегом 
#КримЛітнійСезон","Збирач кам’яних грибів, Дозорець природних див Чекає в четвер дощів, Аби наступив приплив. А зараз він прикрутив До щогли себе, бо спів І схлип всього, що любив, Лунає йому зі снів. Не рушиш у Крим, але ж До Криму в думках пливеш, В безсиллі і сні своїм. Та вийти зумів Улісс З Аїду! Побувши скрізь, Він все ж повернув свій Дім. Ще мої віршовані спогади про Крим http://maydan.drohobych.net/?p=68500 У рамках правозахисного проєкту «Крим. Літній сезон: те, що у нас не забрати» PEN Ukraine, Center for Civil Liberties / Центр Громадянських Свобод, Всі. Свої та Postmen запрошують вас поділитися в соціальних мережах вашими спогадами з хештегом  #КримЛітнійСезон","{'crimea', 'geography of ukraine'}","[('кримлітнійсезон', 0.4619), ('скрізь', 0.3217), ('правозахисного', 0.2631), ('проєкту', 0.2573), ('віршовані', 0.2563)]"
559,583,Iryna Shuvalova,Russian,"1
у вас там контактная зона, говорит ульрих
поблёскивая стёклышками очков
интеллигентно улыбаясь
за окном город беспомощно копошится в снегу
это зверь с востока, говорят синоптики –
и мы им верим
как же не верить в зверя, тем более с востока
я говорю, нет-нет, у нас война
то есть я употребляю другой, методологически более корректный термин,
но на деле имею в виду именно её, войну,
которая богата именами,
и среди них страшнее всего те, что вежливей
например, конфликт
конфликт на востоке
не сложилось,
что-то не поделили,
не пришли к консенсусу,
не сошлись характерами,
как старые супруги,
вот он – конфликт
с другой стороны, и ульрих рассуждает верно
ведь война – это контактный вид спорта:
ты приближаешься к другому слишком близко
так близко, что ощущаешь запах пота
чувствуешь дыхание
и даже потом
когда оно прерывается
и ты опускаешь оружие
эта близость не оставляет тебя
нужно смывать её под душем
долго-долго
старательно тереть
а может, речь идёт о контактах –
как со внеземными цивилизациями
ведь по ту сторону линии фронта – другая галактика:
как эти пришлецы, эти пришельцы, эти тубильцы
смеют убивать и умирать – ничем не хуже нас
как смеют быть настолько людьми и нелюдями одновременно
тоже почти как мы
как смеют быть такими, как мы
как смеют
я не уверена то ли это что ульрих имел в виду
2
александра не разговаривает с мамой из-за крыма
даже её веганство не сломало спину этому верблюду
(хочешь жить на гречке? – живи на гречке)
даже обучение на философском и чтение
французских постструктуралистов
(хочешь читать ерунду? – читай ерунду)
даже работа за стойкой в сомнительной репутации питерском баре
(хочешь всю жизнь разливать пиво дегенератам? – разливай)
даже лгбт-(лгб-что?)-активизм
даже интеллигентный американец
который лихими чужеземными ветрами завеял дочку
с васильевского острова в бруклин
(хочешь замуж за америкоса? – иди, пока кто-то берёт)
но крымнашвашихчей
яблоком раздора лёг в широкий подол
пёстрой маминой юбки
и саша теперь
сидя после лекций в вагоне метро
на бруклинском мосту
проверяет сообщения в вотсапе
вздыхает, закрывает вотсап
пишет смс мужу
«купи донатов. люблю»
3
молодой немецкий политолог
чуть нетрезвый
в контексте дискуссии о национализме в украине
рассказывает юле
о женщине из приднестровья
которая надула его с деньгами
они встретились в одессе
и там она, эта приднестровская сирена,
утёрла немецкому политологу нос
оставшись ни с чем, он понял
что все украинские женщины хотят замуж за иностранцев
а именно за иностранцев с европаспортом
а может и не замуж
а просто развести на деньги
а может и не на деньги а просто
желают выпить их жизненную силу
превратить в смирных свиней
и выпасать в широких украинских степях
а потом вероятно пустить под нож
погоди пытается вклиниться юля постой
приднестровье ведь не в украине
эту карту
нарисовала не я
и при чём здесь вообще
твой печальный приднестровский опыт
к вопросу об украинском национализме
и, кстати, почему всегда, всегда украинском
но ведь мы встретились в одессе
мямлит он упорно качая головой
мы встретились в одессе
4
гузель просит прощения
ей неловко
что её страна
с нами воюет
её страна
но не её народ
я хочу чтобы ты знала
говорит она
смущаясь
что мы не снимаем с себя ответственности
что я не снимаю с себя ответственности
что мне стыдно
а я думаю
глядя на её решительно выпрямленную
стопятидесятисантиметровую фигурку
о том
какой вес лежит на этих
почти детских плечах
в цветочном платье
(Перевод с украинского)","1 у вас там контактная зона, говорит ульрих поблёскивая стёклышками очков интеллигентно улыбаясь за окном город беспомощно копошится в снегу это зверь с востока, говорят синоптики – и мы им верим как же не верить в зверя, тем более с востока я говорю, нет-нет, у нас война то есть я употребляю другой, методологически более корректный термин, но на деле имею в виду именно её, войну, которая богата именами, и среди них страшнее всего те, что вежливей например, конфликт конфликт на востоке не сложилось, что-то не поделили, не пришли к консенсусу, не сошлись характерами, как старые супруги, вот он – конфликт с другой стороны, и ульрих рассуждает верно ведь война – это контактный вид спорта: ты приближаешься к другому слишком близко так близко, что ощущаешь запах пота чувствуешь дыхание и даже потом когда оно прерывается и ты опускаешь оружие эта близость не оставляет тебя нужно смывать её под душем долго-долго старательно тереть а может, речь идёт о контактах – как со внеземными цивилизациями ведь по ту сторону линии фронта – другая галактика: как эти пришлецы, эти пришельцы, эти тубильцы смеют убивать и умирать – ничем не хуже нас как смеют быть настолько людьми и нелюдями одновременно тоже почти как мы как смеют быть такими, как мы как смеют я не уверена то ли это что ульрих имел в виду 2 александра не разговаривает с мамой из-за крыма даже её веганство не сломало спину этому верблюду (хочешь жить на гречке? – живи на гречке) даже обучение на философском и чтение французских постструктуралистов (хочешь читать ерунду? – читай ерунду) даже работа за стойкой в сомнительной репутации питерском баре (хочешь всю жизнь разливать пиво дегенератам? – разливай) даже лгбт-(лгб-что?)-активизм даже интеллигентный американец который лихими чужеземными ветрами завеял дочку с васильевского острова в бруклин (хочешь замуж за америкоса? – иди, пока кто-то берёт) но крымнашвашихчей яблоком раздора лёг в широкий подол пёстрой маминой юбки и саша теперь сидя после лекций в вагоне метро на бруклинском мосту проверяет сообщения в вотсапе вздыхает, закрывает вотсап пишет смс мужу «купи донатов. люблю» 3 молодой немецкий политолог чуть нетрезвый в контексте дискуссии о национализме в украине рассказывает юле о женщине из приднестровья которая надула его с деньгами они встретились в одессе и там она, эта приднестровская сирена, утёрла немецкому политологу нос оставшись ни с чем, он понял что все украинские женщины хотят замуж за иностранцев а именно за иностранцев с европаспортом а может и не замуж а просто развести на деньги а может и не на деньги а просто желают выпить их жизненную силу превратить в смирных свиней и выпасать в широких украинских степях а потом вероятно пустить под нож погоди пытается вклиниться юля постой приднестровье ведь не в украине эту карту нарисовала не я и при чём здесь вообще твой печальный приднестровский опыт к вопросу об украинском национализме и, кстати, почему всегда, всегда украинском но ведь мы встретились в одессе мямлит он упорно качая головой мы встретились в одессе 4 гузель просит прощения ей неловко что её страна с нами воюет её страна но не её народ я хочу чтобы ты знала говорит она смущаясь что мы не снимаем с себя ответственности что я не снимаю с себя ответственности что мне стыдно а я думаю глядя на её решительно выпрямленную стопятидесятисантиметровую фигурку о том какой вес лежит на этих почти детских плечах в цветочном платье (Перевод с украинского)","{'crimea', 'war', 'geography of ukraine', 'ukraine'}","[('приближаешься', 0.5154), ('стопятидесятисантиметровую', 0.4932), ('ощущаешь', 0.4673), ('постструктуралистов', 0.4263), ('интеллигентно', 0.4092)]"
560,585,Nathalie Beltchenko,Ukrainian,"Міттельбергхайм
Станіславові Вінцензові
Вино спить у дубових рейнських діжках. Дзвін в церкві між ділянок винограду
В Міттельбергхаймі розбудив мене. Джерельця плюскіт чую на подвір’ї, Стук шкарбанів по вулиці. В піддашші
Сухий тютюн, орала і колеса,
І схили гір, і осінь, – все моє.
Ще стулено повіки. Ще зарано – Вогню, могуття, сило, не приспішуй Мене. Прожив я довго і сягаю,
Як в тому сні, рухомого кордону:
За ним оголюються барви й звуки
Й сполучуються речі цих країв.
Не розмикай вуста ще силоміццю,
Повірити дозволь, що я дістанусь
І що в Міттельбергхаймі зупинюсь.
Зробити маю це. Зі мною осінь,
Колеса дерев’яні, тютюнове
В піддашші листя. Поруч і повсюдно
Моя земля, куди б я не пішов,
Якою б мовою я не почув
Закоханих розмову, спів дитини.
Найщасливіший серед інших, маю
Перехопити погляд, усміх, зірку, Шовк на колінах. Спостерігачем
Привітним буду горами йти в сяйві
Дня над містами, водами, життями.
Вогню, могуття, сило, ти, яка
Мене затисла у долоні, зморшки
І борозни чиї немов продряпав
Південний вітер. Ти, що родиш певність
В години страху, тижні безнадії, –
Іще зарано, хай вино дозріє,
В Міттельбергхаймі мандрівці посплять.","Міттельбергхайм Станіславові Вінцензові Вино спить у дубових рейнських діжках. Дзвін в церкві між ділянок винограду В Міттельбергхаймі розбудив мене. Джерельця плюскіт чую на подвір’ї, Стук шкарбанів по вулиці. В піддашші Сухий тютюн, орала і колеса, І схили гір, і осінь, – все моє. Ще стулено повіки. Ще зарано – Вогню, могуття, сило, не приспішуй Мене. Прожив я довго і сягаю, Як в тому сні, рухомого кордону: За ним оголюються барви й звуки Й сполучуються речі цих країв. Не розмикай вуста ще силоміццю, Повірити дозволь, що я дістанусь І що в Міттельбергхаймі зупинюсь. Зробити маю це. Зі мною осінь, Колеса дерев’яні, тютюнове В піддашші листя. Поруч і повсюдно Моя земля, куди б я не пішов, Якою б мовою я не почув Закоханих розмову, спів дитини. Найщасливіший серед інших, маю Перехопити погляд, усміх, зірку, Шовк на колінах. Спостерігачем Привітним буду горами йти в сяйві Дня над містами, водами, життями. Вогню, могуття, сило, ти, яка Мене затисла у долоні, зморшки І борозни чиї немов продряпав Південний вітер. Ти, що родиш певність В години страху, тижні безнадії, – Іще зарано, хай вино дозріє, В Міттельбергхаймі мандрівці посплять.","{'poland', 'europe', 'geography'}","[('зупинюсь', 0.4588), ('найщасливіший', 0.4284), ('приспішуй', 0.4204), ('міттельбергхайм', 0.4203), ('міттельбергхаймі', 0.3921)]"
562,587,Vladislava Ilinska,Russian,"последний пароход отправится с причала,
очертят облака его далекий курс
останутся лишь те, которых укачало,
пока сквозь сон слюна во рту меняла вкус
слипаются глаза под тяжестью одеяла,
застенчивый дымок ползет от камелька,
но утром как всегда их выведет из зала
не знающая сна дарителя рука
лежать на берегу красавица невеста
останется одна в растерзанной фате,
останутся стоять старинные поместья
порталами эпох, убийцами людей
последние лучи сбегут из колыбели,
и память уплывет за ржавый горизонт
останется туман и жесткое похмелье
закончится резон
закончится сезон 
12.07.21
Фото: Игорь Сытник
#vipoetry","последний пароход отправится с причала, очертят облака его далекий курс останутся лишь те, которых укачало, пока сквозь сон слюна во рту меняла вкус слипаются глаза под тяжестью одеяла, застенчивый дымок ползет от камелька, но утром как всегда их выведет из зала не знающая сна дарителя рука лежать на берегу красавица невеста останется одна в растерзанной фате, останутся стоять старинные поместья порталами эпох, убийцами людей последние лучи сбегут из колыбели, и память уплывет за ржавый горизонт останется туман и жесткое похмелье закончится резон закончится сезон  12.07.21 Фото: Игорь Сытник #vipoetry","{'time', 'mortality', 'memory', 'death', 'seasons'}","[('похмелье', 0.3601), ('застенчивый', 0.2705), ('сквозь', 0.2669), ('убийцами', 0.2343), ('вкус', 0.2243)]"
563,589,Serhiy Zhadan,Ukrainian,"+ + + 
І не розповіли головного.
Не попередили, що смерть обмежується тією
мовчанкою, яка її супроводжує,
смерть не виходить поза крейдяне коло,
накреслене на підлозі в помешканні, 
з якого винесли меблі, 
щоби налякана душа не билась об них,
мов пес, якого зачинили на кухні.
Не пояснили, що смерть локальна, що вона 
не виходить поза межі лікарняного подвір’я, 
що вона мало кому цікава поза ходою
траурної процесії.
Не попередили про цей принцип радіохвилі, 
передавання смутку тим, хто ловить 
сигнал відчаю, кому відлунює цей
розпад мови, механіка затихання.
І ти не розумієш, де ж воно – це поєднання всіх живих
смертю одного з нас, ця солідарність тих,
хто лишається, цей прощальний спів,
що вростає в пам’ять? 
І здогадуєшся, що письмо смерті передбачає 
відсутність переходу. Немає жодного поділу,
жодного світла з того боку стіни.
Життя заповнює собою все.
Передусім – наш страх перед смертю.
Передусім – нашу залежність від досвіду.
Ти весь лишаєшся тут, ти розчинений у цьому потоці,
ти вкорінюєшся в паузах між співом, западаєш
у музику темряви, тиснешся в чорні літери віршів.
Все лишається тут.
Все знаходиться поміж нас.
Темрява легко відчитується.
Всьому є своє слово.","+ + +  І не розповіли головного. Не попередили, що смерть обмежується тією мовчанкою, яка її супроводжує, смерть не виходить поза крейдяне коло, накреслене на підлозі в помешканні,  з якого винесли меблі,  щоби налякана душа не билась об них, мов пес, якого зачинили на кухні. Не пояснили, що смерть локальна, що вона  не виходить поза межі лікарняного подвір’я,  що вона мало кому цікава поза ходою траурної процесії. Не попередили про цей принцип радіохвилі,  передавання смутку тим, хто ловить  сигнал відчаю, кому відлунює цей розпад мови, механіка затихання. І ти не розумієш, де ж воно – це поєднання всіх живих смертю одного з нас, ця солідарність тих, хто лишається, цей прощальний спів, що вростає в пам’ять?  І здогадуєшся, що письмо смерті передбачає  відсутність переходу. Немає жодного поділу, жодного світла з того боку стіни. Життя заповнює собою все. Передусім – наш страх перед смертю. Передусім – нашу залежність від досвіду. Ти весь лишаєшся тут, ти розчинений у цьому потоці, ти вкорінюєшся в паузах між співом, западаєш у музику темряви, тиснешся в чорні літери віршів. Все лишається тут. Все знаходиться поміж нас. Темрява легко відчитується. Всьому є своє слово.","{'limitation', 'hospital', 'memory', 'death', 'communication', 'poetry'}","[('розумієш', 0.5509), ('здогадуєшся', 0.5329), ('вкорінюєшся', 0.3789), ('лишаєшся', 0.3501), ('поєднання', 0.3133)]"
565,591,Lilia Budzhurova,Russian,"Мне грустно, Родина, мне зябко.
Молчанием укутав плечи, 
Дышу, пишу, живу украдкой. 
Костров не жгу.
Мерцают свечи лишь в темноте моей невзгоды.
Как мало света для свободы…","Мне грустно, Родина, мне зябко. Молчанием укутав плечи,  Дышу, пишу, живу украдкой.  Костров не жгу. Мерцают свечи лишь в темноте моей невзгоды. Как мало света для свободы…","{'freedom', 'tatars', 'darkness', 'motherland'}","[('невзгоды', 0.4276), ('молчанием', 0.3388), ('мерцают', 0.2608), ('зябко', 0.2327), ('грустно', 0.2142)]"
